"","year","country","latitude","longitude","casualties"
"36600",2013,"BLZ",17.497717,-88.186833,0
"37045",2013,"IRQ",32.505556,45.824722,157.5
"36537",2013,"PAK",27.166667,66.333333,1
"41596",2013,"ARG",-41.133472,-71.310278,2
"36666",2013,"IRQ",36.677231,42.219543,3
"37555",2013,"IRQ",36.6016,42.6444,1
"36521",2013,"IND",24.602075,92.379684,6
"36706",2013,"PHL",9.477941,125.580588,17
"36569",2013,"PAK",28.613422,67.484808,4
"36328",2013,"PHL",13.215948,123.516667,12
"36502",2013,"AFG",30.96,61.86,11
"36323",2013,"IRQ",32.778471,44.28981,257
"36430",2013,"IND",20.244804,80.282929,15
"37014",2013,"IRQ",34.333333,45.383333,8
"36447",2013,"PAK",33.127785,71.097317,7
"37142",2013,"SOM",3.923925,41.874976,6
"36725",2013,"PAK",29.800547,66.849383,18
"36884",2013,"THA",6.123487,101.909072,43
"37040",2013,"RUS",45.05,41.966667,2
"38142",2013,"ITA",45.070796,7.685676,0
"37311",2013,"IRQ",32.925452,44.773732,22
"36474",2013,"PAK",32.657876,69.87133,1
"36825",2013,"PHL",8.497778,123.269722,2
"36714",2013,"IND",12.625172,75.849907,0
"36332",2013,"SOM",1.714803,44.77,434.5
"36876",2013,"AFG",32.264539,68.524715,14
"36864",2013,"PAK",30.065041,71.189842,4
"37269",2013,"AFG",37.274053,71.113586,9
"36742",2013,"PAK",30.707158,68.36576,1
"36406",2013,"AFG",32.374802,62.115719,230
"36971",2013,"AFG",32.99165,68.180703,125
"36327",2013,"PAK",34.308278,72.049499,114
"36805",2013,"PAK",28.995,68.348333,0
"37164",2013,"YEM",15.068499,45.851715,0
"36421",2013,"IND",20.633748,82.060976,6
"38200",2013,"TWN",24.803596,120.964398,0
"36973",2013,"THA",13.821578,100.575873,16
"36483",2013,"PAK",26.863281,66.812439,0
"36515",2013,"GRC",38.010095,23.824182,7
"36773",2013,"IRQ",36.138334,43.001268,16
"37090",2013,"SOM",2.780083,45.37138,36
"38382",2013,"PRY",-23.45954,-56.738399,19
"36631",2013,"PHL",7.907887,125.093758,22
"36680",2013,"PAK",32.686396,74.134292,4
"36427",2013,"RUS",43.393247,43.56285,22
"36684",2013,"PAK",32.888813,69.882202,0
"36599",2013,"GTM",14.28418,-89.892811,5
"38230",2013,"EGY",24.978548,32.87582,0
"37545",2013,"IRQ",36.2861,43.2955,11
"36422",2013,"IND",23.753925,84.352813,101
"37128",2013,"YEM",16.256921,43.943679,7
"36354",2013,"KEN",0.188579,40.284526,121
"37214",2013,"IRQ",35.96667,43.61667,4
"36460",2013,"AFG",35.053241,63.29266,40
"36698",2013,"NGA",13.042406,12.544145,6
"36651",2013,"THA",6.779457,101.439593,20
"36561",2013,"YEM",14.549998,44.401667,9
"36482",2013,"IND",26.959247,95.057552,26
"36392",2013,"BGD",24.897025,91.869678,2
"37248",2013,"AFG",32.505129,63.766966,104
"36713",2013,"PAK",32.150327,74.183264,0
"36397",2013,"AFG",32.935856,66.689096,16
"36376",2013,"PAK",25.798462,68.279808,2
"38061",2013,"MOZ",-20.32727,33.885775,55.5
"36834",2013,"IND",15.387448,76.038466,2
"37297",2013,"IRQ",36.451707,43.342042,62
"37256",2013,"PHL",9.883333,123.6,1
"38097",2013,"MOZ",-17.862136,34.597132,0
"36571",2013,"NGA",11.70896,11.06997,239
"36799",2013,"GBR",52.463685,-1.858026,1
"36434",2013,"NPL",27.742222,85.332299,44
"36550",2013,"IND",29.219602,76.144153,1
"36519",2013,"GRC",40.639619,22.944404,0
"36818",2013,"IND",26.85788,92.76675,0
"36672",2013,"IND",25.541681,85.269579,22.5
"37066",2013,"AFG",34.531703,64.628873,14
"37390",2013,"ISR",29.562707,34.944649,0
"36439",2013,"PAK",29.893043,67.952757,6
"36997",2013,"YEM",16.103876,43.277464,4
"36749",2013,"LBY",32.665246,13.152509,0
"36716",2013,"IRQ",33.251506,44.507801,292
"37240",2013,"LBN",34.397052,36.387171,23
"36549",2013,"AFG",36.728773,68.859572,119
"37217",2013,"IRQ",31.104229,46.362469,40
"36411",2013,"SOM",-0.360283,42.548778,78
"36774",2013,"MMR",25.587659,96.269833,1
"36885",2013,"THA",6.247924,102.003296,2
"36451",2013,"PAK",29.900005,69.25,0
"36326",2013,"NGA",11.833333,13.15,667.83
"36637",2013,"IRQ",32.903232,42.466204,8
"36440",2013,"PAK",33.412131,70.643919,76
"36953",2013,"IND",15.651387,73.85052,1
"36871",2013,"AFG",35.975847,65.378105,17
"37794",2013,"PER",-12.286658,-74.874104,4
"37399",2013,"NPL",26.656031,86.208847,28
"37793",2013,"GTM",14.532659,-91.500591,2
"36586",2013,"IRQ",35.272259,43.462072,8
"37089",2013,"YEM",16.8884,44.2738,126
"36577",2013,"NGA",11.667235,9.930258,16
"37212",2013,"IRQ",33.757457,45.555153,2
"36476",2013,"PAK",31.598613,69.192392,0
"36402",2013,"PAK",30.375321,69.345116,8
"36808",2013,"ISR",31.665945,34.559464,1
"38476",2013,"MYS",4.436335,118.531842,2
"36824",2013,"PAK",26.40178,62.923644,1
"36310",2013,"PAK",34.011514,71.284218,61
"36779",2013,"AFG",34.912034,68.488896,22
"37245",2013,"AFG",37.382557,69.451639,13
"37271",2013,"AFG",31.026149,62.450415,40
"37078",2013,"IRQ",34.658697,43.874931,13
"36395",2013,"PAK",26.004276,63.060487,32
"37420",2013,"IRQ",31.409824,46.176178,0
"37505",2013,"IRQ",34.693892,42.682317,4
"36936",2013,"IRQ",34.720916,44.606096,20
"37272",2013,"AFG",35.083394,65.161858,3
"36530",2013,"PHL",7.833337,125.816667,20
"36663",2013,"PAK",29.547327,67.87265,44
"36499",2013,"IRQ",34.410422,43.825001,30
"37114",2013,"RUS",55.632094,51.813246,0
"36811",2013,"PAK",28.699213,68.823866,4
"37140",2013,"AFG",37.008754,68.427897,32
"37243",2013,"BHR",26.116667,50.5,2
"37115",2013,"RUS",55.264519,50.785302,0
"39527",2013,"IRN",27.479878,60.602282,50
"37254",2013,"PHL",9.295552,123.281494,0
"36481",2013,"THA",6.548954,101.638533,38
"37157",2013,"IRQ",32.823406,44.431367,11
"36400",2013,"AFG",31.008066,66.398042,84
"36552",2013,"IRQ",33.7,45.083333,52
"36371",2013,"NGA",9.798384,8.939695,125.2
"36734",2013,"PAK",30.366667,68.6,3
"36814",2013,"IND",33.602895,78.656086,7
"37188",2013,"SYR",37.052361,41.241371,18
"42929",2013,"MDV",4.174199,73.510915,0
"37175",2013,"IRQ",32.867909,44.217482,17
"36793",2013,"AFG",36.886995,66.397896,20
"36585",2013,"PSE",31.764106,35.23205,11
"37253",2013,"PHL",6.629781,126.077557,1
"36807",2013,"IND",22.800198,88.486283,7
"36998",2013,"PHL",15.940533,120.203291,8
"36525",2013,"HRV",45.814739,15.862378,1
"36582",2013,"PAK",28.306799,66.336894,38
"36313",2013,"PHL",16.35,121.7,1
"36491",2013,"YEM",14.061619,46.914966,13
"36781",2013,"ISR",32.966259,35.591656,2
"36366",2013,"MYS",5.263234,100.484623,1
"37335",2013,"ZAF",-29.73936,30.981985,4
"37099",2013,"SYR",32.924881,36.176261,58
"37065",2013,"AFG",31.139334,65.76095,40
"36866",2013,"PAK",27.447667,67.794385,1
"36545",2013,"NGA",8.455538,8.212538,12.5
"36514",2013,"PAK",32.077847,69.843851,1
"36992",2013,"UNK",42.886909,20.874809,5
"37449",2013,"GIN",9.660302,-13.536962,0
"36717",2013,"IRQ",30.451041,47.981308,2
"36584",2013,"IRQ",33.971279,44.926682,391
"37445",2013,"IRQ",31.91137,45.962477,1
"36548",2013,"TUN",36.869832,10.341369,6
"36480",2013,"THA",6.211731,101.286392,30
"36379",2013,"PAK",34.568294,71.256418,23
"37026",2013,"ESP",40.415849,-3.715109,1
"37025",2013,"AFG",34.34013,63.75288,11
"39578",2013,"KAZ",51.811871,68.35643,1
"36770",2013,"PAK",29.941845,66.664824,0
"36516",2013,"GRC",35.33,25.13,0
"36863",2013,"LBY",29.046681,21.856859,2
"36738",2013,"THA",6.491822,101.3885,66
"36675",2013,"PHL",8.04415,123.795403,38
"36554",2013,"PAK",28.883333,64.416667,8
"36588",2013,"PAK",29.348925,66.639326,1
"37159",2013,"IRQ",33.764637,44.252082,8
"37378",2013,"PHL",13.729444,123.535,0
"36975",2013,"PHL",14.083056,122.781389,3
"36336",2013,"PAK",33.500894,70.379864,38
"36737",2013,"PAK",28.454458,67.956442,0
"36816",2013,"IND",10.688703,79.848931,0
"36356",2013,"PHL",6.950278,121.981389,96
"37359",2013,"IRQ",33.849991,42.549529,1
"37549",2013,"EGY",30.576563,31.504058,160
"36813",2013,"IND",8.496142,76.943725,2
"36318",2013,"RUS",43.934826,42.511993,2
"36312",2013,"PAK",32.974638,70.14558,146
"36433",2013,"AFG",35.590274,63.33293,86.5
"36817",2013,"IND",29.449923,77.310803,1
"36560",2013,"NGA",7.461971,8.520492,15.5
"36396",2013,"THA",6.205811,101.55891,4
"36357",2013,"CHL",-38.667719,-72.224441,3
"36314",2013,"PAK",34.006281,71.998703,18
"36929",2013,"SEN",12.933333,-16.733333,8
"36358",2013,"PAK",34.321606,71.399704,11
"36848",2013,"PAK",25.794945,62.543578,0
"37166",2013,"BHR",26.216667,50.466667,19
"36373",2013,"IRQ",33.354835,44.315487,809
"36620",2013,"IRQ",33.223191,43.679291,20
"37366",2013,"IRQ",33.49392,44.7574,1
"36311",2013,"PAK",28.579367,66.576886,1
"36564",2013,"PHL",7.239867,125.160042,25
"36591",2013,"RUS",42.050142,48.280543,30
"36466",2013,"PAK",25.393661,63.143063,6
"36978",2013,"PHL",10.679504,119.570503,0
"36632",2013,"USA",47.252877,-122.444291,8
"36776",2013,"IND",12.111837,79.557037,3
"37136",2013,"THA",6.840533,100.940609,4
"36538",2013,"PAK",34.726944,72.694444,27
"36636",2013,"IRQ",31.989167,44.924722,94
"36797",2013,"AFG",31.623036,65.054246,74
"36473",2013,"IND",25.906174,93.726372,36
"36754",2013,"RUS",52.6122,39.598122,0
"36405",2013,"PHL",17.461508,121.794348,5
"36616",2013,"IRQ",35.992567,43.218238,36.5
"36503",2013,"AFG",34.031956,68.571571,170
"36634",2013,"IRQ",32.90189,45.077671,38
"41607",2013,"ARE",25.239444,56.360556,0
"37062",2013,"IRQ",32.041477,42.254055,14
"36333",2013,"PHL",14.064211,121.323337,63
"37554",2013,"IRQ",36.762222,42.065556,1
"36856",2013,"PAK",30.010818,68.953797,1
"36618",2013,"IRQ",35.455077,43.108764,37
"37228",2013,"PHL",5.983339,121.173449,7
"36527",2013,"GBR",54.826008,-7.465317,1
"36802",2013,"IND",19.021376,83.280034,4
"36576",2013,"IRL",53.386809,-6.200119,0
"37419",2013,"IRQ",35.690206,43.907375,3
"36783",2013,"IND",12.117397,78.162915,1
"36683",2013,"COL",5.233187,-76.829109,6
"37517",2013,"IRQ",30.367212,47.102622,2
"39269",2013,"NER",18.739154,7.387791,20
"37138",2013,"YEM",16.462132,48.959195,1
"36647",2013,"SOM",4.683333,46.616667,4
"36732",2013,"IND",13.798115,79.043748,1
"36485",2013,"PAK",35.918091,74.289803,4
"36531",2013,"AFG",34.853301,69.648161,68
"36888",2013,"BHR",26.219211,50.532633,9
"36533",2013,"PAK",30.299829,71.930939,4
"37010",2013,"PHL",8.535698,117.433977,3
"36535",2013,"LBY",32.374307,15.094429,11
"37007",2013,"SYR",36.155099,39.124512,2
"36539",2013,"IND",26.436608,92.028079,25
"36865",2013,"PAK",33.526575,72.64571,4
"38158",2013,"UNK",42.78944,20.494499,0
"41153",2013,"ETH",9.019371,38.748672,6
"36477",2013,"PAK",26.111473,62.364313,11
"36653",2013,"COL",4.597053,-74.074644,5
"36346",2013,"PAK",28.573705,68.232698,64
"36911",2013,"AFG",32.106111,66.906944,145
"36615",2013,"IRQ",34.133333,42.383333,35
"36619",2013,"IRQ",36.377344,42.448742,75
"37190",2013,"THA",7.263032,100.506248,2
"36308",2013,"IND",26.95635,70.800476,2
"36424",2013,"IRQ",35.3,43.916667,73.42
"37192",2013,"THA",14.020688,99.980537,1
"37051",2013,"LBY",32.079559,23.96031,1
"36606",2013,"AFG",31.823601,64.564087,273
"37246",2013,"LBN",33.272157,35.203278,0
"36668",2013,"NGA",12.873392,11.042604,30
"36862",2013,"GBR",53.567471,-0.080784,0
"36676",2013,"PAK",25.834505,66.521788,2
"36759",2013,"AFG",33.770778,69.338842,68
"37163",2013,"AFG",36.695557,67.698454,3
"37255",2013,"PHL",5.13691,119.945966,0
"36374",2013,"AFG",35.127598,69.07318,29
"36750",2013,"EGY",31.01,33.01,0
"36831",2013,"GBR",52.009454,-0.739395,0
"37020",2013,"PHL",10.750793,122.565555,1
"36855",2013,"PAK",29.125773,69.315062,4
"36830",2013,"PHL",18.246111,121.791111,33
"36304",2013,"PAK",34.279967,72.516399,17
"37522",2013,"IRQ",35.331372,44.285781,0
"36391",2013,"BGD",24.523968,90.299578,0
"36425",2013,"IRQ",35.318497,43.786136,73
"37129",2013,"PHL",10.49241,124.741302,2
"36744",2013,"AFG",36.159878,66.935617,7
"36604",2013,"DZA",28.052182,9.556767,77
"36322",2013,"IRQ",32.653251,44.62625,26
"37176",2013,"IRQ",34.368794,41.094472,10
"36303",2013,"NGA",5.789432,6.102347,29
"36296",2013,"IRQ",35.471855,44.391518,945.8
"37225",2013,"YEM",14.833366,43.227895,0
"37061",2013,"IRQ",33.394624,42.866738,2
"36626",2013,"BHR",26.162526,50.6119,5
"37017",2013,"PHL",15.543446,120.595889,13
"37250",2013,"CMR",11.918056,14.643056,0
"37523",2013,"IRQ",35.699906,43.536794,0
"36665",2013,"AFG",33.022885,65.75738,36
"37283",2013,"IRQ",34.392276,45.002983,6
"37133",2013,"AFG",31.746386,68.432021,3
"36426",2013,"IRQ",32.559835,41.919696,41.5
"36925",2013,"MEX",19.432608,-99.133208,146
"37008",2013,"SYR",33.966667,36.666667,87
"36595",2013,"NGA",7.986876,10.9807,35
"36674",2013,"YEM",13.981297,45.573392,21
"36918",2013,"ARM",40.187267,44.516172,1
"36958",2013,"SOM",8.4,48.483333,3
"36607",2013,"AFG",30.550518,63.79076,25
"36686",2013,"IND",21.079676,80.438215,4
"36610",2013,"IRQ",33.251389,44.391944,966.97
"37954",2013,"NPL",27.944705,84.22788,3
"37196",2013,"IRQ",36.288563,42.912254,3
"38144",2013,"SSD",11.832196,32.797658,11
"36803",2013,"PAK",26.887014,68.280709,0
"37467",2013,"IRQ",32.660833,44.407778,1
"37435",2013,"IRQ",35.384586,44.142969,0
"36842",2013,"CAF",6.970049,20.716782,2
"36826",2013,"AFG",36.866667,70.834444,102
"36522",2013,"PHL",7.703259,122.134903,7
"37423",2013,"IRQ",33.186464,44.26866,15
"36924",2013,"AFG",36.265278,68.016667,5
"36462",2013,"AFG",34.816667,70.35,123.5
"36633",2013,"IRQ",33.046868,44.586965,396.5
"36446",2013,"IND",33.371323,74.314514,134
"36883",2013,"THA",6.486667,101.150411,25
"37486",2013,"IRQ",34.629818,45.309994,1
"37023",2013,"AFG",30.509551,64.269748,21
"36587",2013,"IRQ",36.229574,42.236244,13
"37443",2013,"NPL",28.065204,81.621819,0
"37270",2013,"AFG",34.09293,61.047136,1
"36403",2013,"PAK",25.266667,63.466667,13
"37189",2013,"SYR",34.465326,40.908183,0
"37027",2013,"MLI",12.612127,-7.985265,4
"39117",2013,"EGY",27.776823,30.781921,2
"37422",2013,"IRQ",32.687344,44.509415,3
"36390",2013,"BGD",24.593334,89.035206,19
"36792",2013,"RUS",55.75,37.616667,4
"36330",2013,"AFG",34.099578,64.905955,16
"37003",2013,"SOM",4.12,43.887778,5
"36465",2013,"LBY",24.199687,23.283779,3
"37081",2013,"AFG",36.178903,68.745306,40
"36939",2013,"LBN",33.815146,35.853264,9
"37125",2013,"SOM",9.506545,49.083553,5
"36363",2013,"AFG",35.183333,70.983333,37.7
"36891",2013,"AFG",35.684521,64.292107,94.67
"36394",2013,"BGD",22.351965,91.815988,7
"36320",2013,"PAK",33.493951,71.027506,156
"37226",2013,"TZA",-6.13573,39.36212,4
"36847",2013,"IRQ",36.302899,43.20507,28
"37257",2013,"PHL",10.17425,118.871331,0
"36329",2013,"TUR",37.331299,42.184074,13
"36740",2013,"PAK",28.5069,69.9597,0
"37030",2013,"YEM",15.890018,48.430252,19
"37220",2013,"THA",6.666423,100.322019,27
"36508",2013,"IND",26.450441,80.333376,1
"36534",2013,"PHL",8.966669,126.15,7
"36331",2013,"PAK",29.22889,67.669859,22
"36763",2013,"CHE",47.368115,8.5604,0
"36635",2013,"IRQ",34.929167,43.493056,125
"36431",2013,"PAK",29.061053,66.594123,7
"36844",2013,"IND",13.033299,80.268674,0
"36845",2013,"IRQ",34.347915,43.946574,12
"36301",2013,"PAK",33.957249,71.503402,1194
"36985",2013,"THA",5.900565,101.752444,1.5
"36832",2013,"AFG",30.244832,66.052122,16
"36629",2013,"KEN",3.039887,35.620705,4
"36837",2013,"PAK",31.120411,74.449097,0
"36724",2013,"PAK",31.083333,67.105556,5
"37060",2013,"MLI",16.133889,-3.748611,19
"36442",2013,"PAK",28.636137,69.186431,4
"38788",2013,"JOR",31.065556,35.696111,0
"36598",2013,"LBY",32.766389,21.741667,3
"37162",2013,"AFG",32.201944,63.018611,25
"37312",2013,"IRQ",32.98306,44.83333,45.5
"36961",2013,"IDN",3.585242,98.675598,0
"36305",2013,"IRQ",34.604954,43.685017,289.33
"36315",2013,"IRQ",33.350462,43.782036,232
"37277",2013,"PRY",-23.399128,-57.422943,7
"36782",2013,"LBN",33.824295,35.511932,563.5
"39985",2013,"CHN",39.903948,116.391805,54
"36652",2013,"AFG",33.94349,67.220455,2
"37268",2013,"IRQ",33.07923,44.254571,79
"36478",2013,"KEN",1.748443,40.058357,39
"37135",2013,"AFG",32.519241,67.416481,20
"36630",2013,"PAK",35.092735,72.501083,10
"36572",2013,"LBY",32.850101,13.090282,5
"37883",2013,"RWA",-1.947981,30.05751,68
"36454",2013,"IRQ",32.483478,44.433315,131.5
"36769",2013,"AFG",36.079561,64.905955,107
"38157",2013,"ECU",-2.203816,-79.897453,1
"36644",2013,"PAK",27.479987,68.085659,0
"36989",2013,"MLI",18.351195,-0.289528,81
"36497",2013,"IRQ",33.509167,44.234167,330
"36605",2013,"PAK",29.978766,70.584581,0
"36565",2013,"PAK",32.515002,69.290848,9
"36612",2013,"IRQ",32.324722,44.915833,48
"36602",2013,"PAK",30.521049,71.547682,4
"36794",2013,"PAK",28.459033,65.804672,1
"37835",2013,"CIV",6.543386,-7.482713,3
"36501",2013,"LBN",33.451486,35.29069,17
"36623",2013,"LBY",31.20528,16.588369,2
"36568",2013,"PAK",33.813384,70.676723,33
"36895",2013,"YEM",13.627303,46.059752,78
"36321",2013,"IRQ",32.612773,44.020629,148
"36812",2013,"IND",11.087281,76.939387,0
"37137",2013,"AFG",31.045875,65.184174,23
"36646",2013,"PAK",31.742183,70.623443,3
"36722",2013,"IRQ",32.486597,44.548645,27.5
"36436",2013,"PAK",33.798152,70.135162,220
"36489",2013,"PAK",25.044451,68.652878,0
"37185",2013,"IRQ",33.874976,45.13092,32
"36758",2013,"PAK",28.57005,66.90628,2
"37093",2013,"SOM",1.116195,44.031816,2
"36877",2013,"IRQ",31.049818,46.266125,80
"37466",2013,"IRQ",31.947501,45.021544,0
"36461",2013,"GBR",54.554345,-6.025275,59
"43767",2013,"ALB",65.570785,20.168331,0
"41575",2013,"MDG",-18.914872,47.531612,0
"37365",2013,"IRQ",36.328286,42.835975,30
"39423",2013,"CYP",35.174838,33.329122,0
"36748",2013,"LBY",30.952222,20.120278,1
"36319",2013,"COL",2.243884,-77.010385,113
"37333",2013,"IRQ",34.440817,44.172027,29
"37405",2013,"USA",42.350265,-71.080976,271
"36735",2013,"PAK",34.502784,71.90478,65
"36787",2013,"PAK",30.974077,72.480186,17
"36511",2013,"LKA",6.839722,79.875833,24
"36957",2013,"AFG",31.572686,67.042324,12
"36299",2013,"PAK",27.909573,65.87397,3
"37568",2013,"IRQ",36.799714,44.234087,1
"36949",2013,"SYR",32.8058,35.851171,0
"36739",2013,"THA",6.843333,101.177778,66
"37566",2013,"IRQ",36.214114,43.379329,0
"36507",2013,"IRL",52.66743,-8.629471,1
"36500",2013,"IRQ",33.456025,44.092024,178
"37197",2013,"EGY",28.679594,33.306915,50
"36784",2013,"IND",23.23243,87.863731,9
"36360",2013,"PAK",32.546813,70.71466,5
"36300",2013,"PAK",29.867169,67.335232,31
"36661",2013,"PAK",29.926718,67.224739,42
"36316",2013,"PAK",34.066667,72.450021,56.5
"37279",2013,"SYR",35.038992,36.007233,1
"36841",2013,"PSE",32.174307,35.529958,0
"36780",2013,"GBR",54.341672,-7.630661,0
"36512",2013,"PAK",25.140312,62.323265,9
"36931",2013,"AFG",30.206944,62.103056,6
"36297",2013,"PAK",24.949833,66.966097,1224.5
"36880",2013,"IND",21.110209,73.396993,1
"36593",2013,"PHL",8.228021,124.245242,22
"36765",2013,"AFG",36.665,65.752,41
"36662",2013,"PAK",29.672542,68.715148,0
"36640",2013,"IRQ",34.19421,43.874931,347
"37218",2013,"AFG",35.668454,66.043882,30
"36526",2013,"TUR",41.04815,28.900455,0
"36369",2013,"PAK",30.914891,66.451465,81
"36836",2013,"AFG",32.252297,66.225157,19
"37370",2013,"ZAF",-33.974952,18.543348,0
"36972",2013,"PHL",13.823889,124.194167,2
"36838",2013,"PAK",25.51799,69.012672,0
"36645",2013,"NGA",13.05702,5.245744,2
"36617",2013,"IRQ",36.166913,43.256085,56
"37152",2013,"AFG",35.813359,69.282074,10
"37158",2013,"IRQ",35.183727,44.354172,3
"36761",2013,"IRQ",36.219903,43.13736,3
"36529",2013,"KEN",0.695675,34.464978,50
"37397",2013,"NPL",27.733333,82.75,2
"37371",2013,"PHL",14.7425,121.649444,0
"36689",2013,"YEM",14.41187,44.836514,17
"37173",2013,"IRQ",31.316667,45.283333,52
"39984",2013,"CHN",42.864288,90.218627,49
"37001",2013,"DNK",55.682676,12.535597,0
"36551",2013,"IRQ",34.016389,44.145278,201
"36638",2013,"IRQ",33.927231,44.775487,11
"36438",2013,"PAK",32.821074,70.779198,59
"36510",2013,"LKA",9.668332,80.006393,5
"36528",2013,"NGA",10.5765,7.450348,23
"37143",2013,"THA",6.521366,100.847397,0
"36673",2013,"NGA",7.910992,7.088141,4
"36752",2013,"PAK",28.990724,68.011867,4
"36407",2013,"PAK",33.583333,71.433333,83
"36658",2013,"TUR",39.906177,32.857604,11
"37111",2013,"THA",5.779625,101.048271,1
"36839",2013,"IND",32.371698,75.522909,9
"36869",2013,"YEM",12.804436,45.029815,43
"36743",2013,"YEM",13.696667,44.730833,31
"36471",2013,"AFG",34.691345,69.262501,579
"36298",2013,"PAK",24.871216,67.338419,0
"36334",2013,"IRQ",33.715202,44.77684,85
"36643",2013,"THA",6.210408,101.820757,37
"37047",2013,"AFG",32.178518,63.420539,23
"36429",2013,"AFG",36.866848,69.338571,118
"36712",2013,"PAK",29.29767,64.706734,0
"36386",2013,"BGD",25.750116,89.255276,15
"37504",2013,"LBN",34.532876,36.132813,1
"36933",2013,"IND",9.925201,78.119775,0
"36642",2013,"PHL",10.319474,123.019802,18
"36705",2013,"IRQ",30.5,47.816667,118
"36702",2013,"PAK",28.431944,69.581111,3
"36798",2013,"PAK",31.734167,70.336389,42
"36796",2013,"AFG",32.689845,62.732388,74
"36809",2013,"PAK",31.2211,66.8411,0
"36367",2013,"SYR",35.82688,36.695722,60
"37022",2013,"RUS",48.7,44.516667,125
"37160",2013,"BHR",26.216667,50.583333,6
"36659",2013,"NGA",8.506456,4.593565,3
"37531",2013,"IRQ",34.306833,43.639857,5
"36868",2013,"SOM",11.283333,49.183333,53
"36628",2013,"PAK",26.725987,64.153747,2
"36543",2013,"IND",24.773331,86.068756,32
"36670",2013,"CZE",48.768384,14.963675,1
"36370",2013,"PAK",30.922899,73.681694,0
"37009",2013,"AFG",36.958397,65.115942,8
"37127",2013,"NPL",26.63982,87.894245,9
"36801",2013,"LBY",32.846856,12.229672,2
"36457",2013,"BRA",-21.633455,-41.048953,2
"37424",2013,"IRQ",32.638292,45.201259,3
"37098",2013,"IRQ",36,42.466667,11
"36583",2013,"LBN",34.619365,36.272343,5
"37530",2013,"IRQ",36.444209,42.652359,0
"36608",2013,"KEN",-4.003709,39.600508,35
"36295",2013,"IRQ",34.886283,44.629025,814
"36691",2013,"IRQ",33.882887,44.855227,67
"36827",2013,"DZA",36.477758,3.756453,40
"36472",2013,"AFG",34.75,71.083333,119
"36639",2013,"IRQ",33.432301,43.308048,193
"41728",2013,"RCB",-3.684129,13.350319,7
"36981",2013,"IRQ",34.269843,45.169945,33
"36708",2013,"SDN",11.010791,29.715601,39
"36944",2013,"AFG",33.127848,63.294633,8
"36909",2013,"AFG",34.95578,62.233212,4
"37200",2013,"IRQ",34.788274,44.667751,37
"36775",2013,"PAK",28.426883,70.304247,2
"36589",2013,"PAK",26.245542,68.407888,3
"36347",2013,"PAK",33.638748,73.069604,77
"36317",2013,"PAK",29.141929,69.099877,42
"36815",2013,"IND",23.592936,80.903106,1
"36940",2013,"SOM",3.116667,43.65,68
"43142",2013,"BHS",25.06,-77.345,0
"37210",2013,"IRQ",32.748446,44.609628,7
"36751",2013,"PAK",35.334733,74.8312,11
"36697",2013,"AFG",33.446912,66.215866,48.5
"36622",2013,"TUR",36.2,36.166667,98.5
"37050",2013,"YEM",16.930414,49.365315,6
"37036",2013,"IRQ",33.636338,44.235328,19
"36695",2013,"COL",1.807209,-78.769583,0
"36450",2013,"PAK",25.762767,68.664356,3
"36601",2013,"AFG",35.598298,64.762182,70
"36444",2013,"PAK",27.690634,66.198044,4
"36341",2013,"NGA",12.010681,8.520268,212.6
"37058",2013,"IRQ",32.750323,41.94397,7
"36448",2013,"AFG",36.6425,67.3375,271
"36437",2013,"NGA",10.269908,11.166559,44
"37046",2013,"IRQ",34.885931,43.955383,0
"36355",2013,"LBY",26.987205,14.456769,28.66
"36843",2013,"LBN",34.425914,35.842154,209.5
"37620",2013,"ZWE",-18.208333,32.8,1
"37141",2013,"YEM",16.231231,44.592186,1
"36468",2013,"THA",6.606939,101.399852,48
"37191",2013,"THA",6.437467,101.003311,2
"36532",2013,"NGA",7.391067,3.909545,8
"36914",2013,"IND",13.659395,75.951134,0
"37035",2013,"MMR",22.33811,98.210327,27
"37113",2013,"IRQ",33.591667,42.617222,7
"37506",2013,"IRQ",36.41618,42.99951,2
"36613",2013,"IRQ",35.564071,45.430419,5
"36459",2013,"IRQ",33.759156,45.155717,116
"36484",2013,"IRQ",35.079486,44.8571,3
"36664",2013,"PAK",27.525627,68.745865,57
"36696",2013,"COL",7.100893,-73.846207,0
"36821",2013,"PAK",34.573865,72.437853,1
"36432",2013,"KEN",0.377139,36.788443,317
"36458",2013,"EGY",26.048795,32.240311,2
"36338",2013,"PAK",31.825794,70.906593,40
"36404",2013,"AFG",31.610225,65.703497,289
"36704",2013,"IRQ",30.58623,47.757592,26
"38882",2013,"CAN",45.42153,-75.697193,0
"36648",2013,"LBN",34.006281,36.208137,6
"39148",2013,"BDI",-3.333333,29.25,17
"36756",2013,"IND",13.00807,77.570329,16
"36762",2013,"IRQ",35.350976,44.387054,4
"36685",2013,"RUS",43.095833,44.985278,23
"36840",2013,"AFG",37.058122,70.414374,6
"37323",2013,"IRQ",36.501024,42.439744,31.5
"36380",2013,"PAK",25.220424,64.633411,0
"36703",2013,"IRQ",36.448904,43.19252,9
"41481",2013,"BFA",12.364637,-1.533864,1
"36590",2013,"PAK",28.018651,65.296326,10
"36846",2013,"IRQ",36.357113,42.722473,3
"36364",2013,"PAK",30.185635,71.458797,7
"36984",2013,"IRQ",34.523545,43.719039,8
